Product_ID,Product_Name,Category,Price,Units_Sold,Revenue,Competitor_Name,Market_Share_%,Marketing_Strategy,Top_Social_Media,Current_Trends,Customer_Rating
3306,Area Rug,Textiles,400.85,4005,141189.27,Article,4.14,Discounts,Instagram,Bold Colors,1.2
3307,Area Rug,Textiles,266.89,1030,47592.54,IKEA,13.86,Discounts,Twitter,Maximalism,3.6
3308,Curtains,Textiles,912.06,3238,265269.36,Article,8.27,Exclusive collections,Instagram,Maximalism,3.2
3309,Table Lamp,Lighting,505.81,4866,106727.19,Home Depot,5.03,Free shipping,YouTube,Minimalism,2.0
3310,Candle Holder,Decor Accessories,903.53,4459,204634.24,Ligne Roset,9.85,Free shipping,Pinterest,Bold Colors,2.1
3311,Sculpture,Decor Accessories,707.63,1970,48781.67,Birch Lane,11.82,Eco-friendly products,Facebook,Tech Integration,3.0
3312,Table Lamp,Lighting,345.1,4694,279480.54,Serena & Lily,9.63,Seasonal sales,Instagram,Maximalism,4.0
3313,Serving Tray,Kitchenware,899.67,1338,102788.43,Jonathan Adler,9.67,Exclusive collections,Pinterest,Minimalism,1.7
3314,Poster,Wall Art,738.04,2967,496127.14,Made.com,8.4,Exclusive collections,Instagram,Tech Integration,4.3
3315,Floor Lamp,Lighting,840.43,1154,12172.2,Birch Lane,12.39,Eco-friendly products,Pinterest,Maximalism,4.0
3316,Vase,Decor Accessories,773.3,4519,214677.51,Home Depot,4.46,Discounts,YouTube,Sustainable,3.1
3317,Floor Lamp,Lighting,490.39,3029,309100.63,Arhaus,4.11,Custom designs,Twitter,Vintage,2.8
3318,Throw Blanket,Textiles,652.77,1005,184589.33,Jonathan Adler,8.95,Seasonal sales,Twitter,Tech Integration,1.9
3319,Framed Print,Wall Art,274.52,2232,267003.04,Wayfair,1.51,Custom designs,Pinterest,Tech Integration,3.0
3320,Poster,Wall Art,446.98,3986,315770.49,Urban Outfitters,10.73,Seasonal sales,Pinterest,Minimalism,2.3
3321,Poster,Wall Art,457.06,1365,375768.86,LuxDeco,8.22,Discounts,Instagram,Bold Colors,3.8
3322,Coffee Table,Furniture,569.34,2641,44389.37,Room & Board,11.29,Eco-friendly products,Facebook,Minimalism,3.4
3323,Throw Blanket,Textiles,17.96,4315,182760.19,Pottery Barn,9.85,Custom designs,Instagram,Sustainable,1.6
3324,Serving Tray,Kitchenware,102.55,936,79312.53,Living Spaces,5.13,Eco-friendly products,YouTube,Vintage,3.9
3325,Bedspread,Textiles,46.74,2025,309116.67,Houzz,1.26,Seasonal sales,Twitter,Sustainable,4.7
3326,Bookshelf,Furniture,790.09,4098,133817.97,Home Depot,8.67,Seasonal sales,Twitter,Minimalism,1.1
3327,Candle Holder,Decor Accessories,584.4,901,305073.91,One Kings Lane,1.15,Eco-friendly products,Twitter,Sustainable,3.4
3328,Throw Blanket,Textiles,412.39,1724,427913.65,Kirkland’s,12.71,Exclusive collections,YouTube,Tech Integration,4.2
3329,Chandelier,Lighting,604.75,2763,19857.9,Crate & Barrel,14.55,Free shipping,Facebook,Tech Integration,5.0
3330,Cushion Cover,Textiles,179.65,716,218379.63,Value City Furniture,11.98,Discounts,Pinterest,Maximalism,3.5
3331,Cutlery Set,Kitchenware,64.63,3949,65990.77,CB2,12.44,Discounts,YouTube,Maximalism,3.2
3332,Picture Frame,Decor Accessories,542.37,3608,181746.29,Pottery Barn,6.94,Exclusive collections,Instagram,Sustainable,3.8
3333,Storage Jar,Kitchenware,905.17,3359,320730.39,Made.com,13.56,Custom designs,Pinterest,Bold Colors,1.4
3334,Metal Wall Art,Wall Art,630.59,2812,358328.07,Article,9.39,Eco-friendly products,Instagram,Tech Integration,2.2
3335,Chandelier,Lighting,902.51,4863,303512.52,Swoon,7.31,Discounts,Facebook,Vintage,1.8
3336,Storage Jar,Kitchenware,555.62,1797,65551.74,Target,1.46,Exclusive collections,Pinterest,Bold Colors,2.7
3337,Serving Tray,Kitchenware,466.37,429,287754.98,Williams-Sonoma,9.56,Discounts,Facebook,Sustainable,3.1
3338,Storage Jar,Kitchenware,799.99,1672,235159.69,Amazon Basics,1.79,Exclusive collections,Facebook,Vintage,3.1
3339,Wall Sconce,Lighting,303.43,3102,7526.3,Pottery Barn,7.02,Exclusive collections,YouTube,Maximalism,4.5
3340,Picture Frame,Decor Accessories,211.12,4319,73489.36,AllModern,4.31,Eco-friendly products,Facebook,Sustainable,1.8
3341,Storage Jar,Kitchenware,320.73,432,183684.08,Birch Lane,11.65,Seasonal sales,Instagram,Bold Colors,4.6
3342,Cutlery Set,Kitchenware,409.37,2423,129329.15,Pottery Barn,9.5,Free shipping,Pinterest,Maximalism,4.0
3343,Vase,Decor Accessories,785.08,1382,135529.56,Design Within Reach,10.69,Custom designs,Instagram,Tech Integration,4.0
3344,Clock,Decor Accessories,85.86,732,240451.55,Amazon Basics,5.27,Custom designs,YouTube,Maximalism,4.2
3345,Storage Jar,Kitchenware,573.35,661,450970.92,DFS,11.55,Discounts,YouTube,Tech Integration,4.9
3346,Dining Table,Furniture,776.17,3977,217765.65,Furniture Village,6.88,Seasonal sales,Instagram,Vintage,4.9
3347,Picture Frame,Decor Accessories,945.69,3476,331007.28,Ashley Furniture,5.32,Exclusive collections,Twitter,Vintage,4.7
3348,Vase,Decor Accessories,893.13,3192,85231.82,Habitat,7.48,Eco-friendly products,Pinterest,Maximalism,2.6
3349,Cookware,Kitchenware,668.29,730,319691.19,Home Depot,3.05,Free shipping,Pinterest,Bold Colors,1.1
3350,Area Rug,Textiles,222.29,4021,268362.84,Target,6.67,Seasonal sales,YouTube,Sustainable,3.7
3351,Sculpture,Decor Accessories,921.69,4077,118884.67,Houzz,9.6,Discounts,YouTube,Bold Colors,2.5
3352,Poster,Wall Art,271.46,2143,228272.55,Ligne Roset,3.93,Free shipping,Twitter,Maximalism,4.0
3353,Curtains,Textiles,96.32,949,451444.12,Ashley Furniture,3.26,Custom designs,YouTube,Bold Colors,3.5
3354,Tapestry,Wall Art,896.92,4427,474629.01,Pottery Barn,2.07,Seasonal sales,Twitter,Sustainable,3.7
3355,Framed Print,Wall Art,571.17,4487,320464.48,Target,13.64,Discounts,Instagram,Maximalism,2.9
3356,Picture Frame,Decor Accessories,872.47,1850,293457.66,Anthropologie,8.54,Custom designs,Pinterest,Vintage,1.8
3357,Dinnerware,Kitchenware,778.63,1679,250635.23,CB2,7.08,Seasonal sales,Facebook,Maximalism,3.2
3358,Cushion Cover,Textiles,912.8,2816,341785.24,Pottery Barn,6.93,Seasonal sales,Facebook,Maximalism,2.7
3359,Cushion Cover,Textiles,996.51,2782,195625.09,BoConcept,5.22,Eco-friendly products,Instagram,Sustainable,3.0
3360,Dinnerware,Kitchenware,662.55,3335,394587.05,Swoon,8.97,Free shipping,Twitter,Bold Colors,4.0
3361,Table Lamp,Lighting,73.84,3205,244257.84,Serena & Lily,12.78,Discounts,YouTube,Maximalism,2.5
3362,Bedspread,Textiles,605.51,3900,467973.72,Urban Outfitters,9.51,Free shipping,Instagram,Vintage,2.1
3363,Area Rug,Textiles,742.89,4083,308561.47,The Range,7.74,Custom designs,YouTube,Minimalism,4.7
3364,Floor Lamp,Lighting,12.32,2670,108731.8,Arhaus,7.34,Free shipping,Instagram,Tech Integration,1.3
3365,Bedspread,Textiles,207.34,2599,274729.18,Etsy,2.33,Seasonal sales,Instagram,Sustainable,1.1
3366,Cookware,Kitchenware,94.04,4912,196199.18,IKEA,2.63,Discounts,Instagram,Sustainable,3.7
3367,Cookware,Kitchenware,564.81,1173,282102.32,AllModern,9.69,Seasonal sales,Pinterest,Vintage,1.3
3368,Cookware,Kitchenware,156.57,4884,285745.31,IKEA,3.7,Discounts,Pinterest,Tech Integration,5.0
3369,Floor Lamp,Lighting,665.88,950,272732.32,Habitat,1.87,Eco-friendly products,Instagram,Minimalism,4.0
3370,Area Rug,Textiles,847.65,547,257136.99,Serena & Lily,13.66,Discounts,Pinterest,Sustainable,3.2
3371,Dining Table,Furniture,931.51,3850,45635.89,LuxDeco,9.32,Free shipping,YouTube,Sustainable,2.6
3372,Picture Frame,Decor Accessories,801.88,2648,120004.09,Ashley Furniture,10.78,Discounts,Instagram,Vintage,3.5
3373,Wall Sconce,Lighting,747.55,1804,232793.85,Home Depot,6.3,Eco-friendly products,Facebook,Tech Integration,3.9
3374,Picture Frame,Decor Accessories,102.75,1635,9085.72,Room & Board,2.28,Custom designs,Twitter,Sustainable,2.5
3375,Throw Blanket,Textiles,788.55,4355,53236.34,Design Within Reach,14.79,Free shipping,YouTube,Bold Colors,4.2
3376,Metal Wall Art,Wall Art,136.47,2252,378700.08,Loaf,1.28,Eco-friendly products,Instagram,Bold Colors,3.4
3377,Cushion Cover,Textiles,576.4,693,148576.21,IKEA,7.14,Custom designs,Pinterest,Maximalism,3.0
3378,Cushion Cover,Textiles,707.4,722,215306.52,Furniture Village,8.83,Free shipping,Twitter,Maximalism,2.6
3379,Curtains,Textiles,810.77,1173,341226.94,Ligne Roset,14.76,Seasonal sales,YouTube,Vintage,2.0
3380,Bedspread,Textiles,733.21,4193,139661.58,Bob’s Discount Furniture,12.77,Free shipping,Twitter,Bold Colors,4.1
3381,Metal Wall Art,Wall Art,295.62,4508,7134.46,Arhaus,5.38,Discounts,Instagram,Tech Integration,1.6
3382,Clock,Decor Accessories,797.47,951,77700.08,Arhaus,2.76,Exclusive collections,Pinterest,Vintage,2.8
3383,Chandelier,Lighting,224.4,4805,223360.69,Article,8.14,Custom designs,Facebook,Minimalism,4.1
3384,Dining Table,Furniture,18.24,4509,51926.79,Arhaus,4.85,Discounts,Instagram,Bold Colors,2.6
3385,Sculpture,Decor Accessories,609.75,1201,256676.12,Serena & Lily,4.2,Seasonal sales,Instagram,Vintage,4.3
3386,Dinnerware,Kitchenware,517.27,779,335794.49,Ligne Roset,10.99,Exclusive collections,Pinterest,Tech Integration,2.5
3387,Cutlery Set,Kitchenware,499.7,1462,201118.52,Overstock,12.33,Seasonal sales,Facebook,Bold Colors,4.0
3388,Cushion Cover,Textiles,323.19,513,210953.0,DFS,12.59,Seasonal sales,Pinterest,Sustainable,2.8
3389,Chandelier,Lighting,388.4,1709,322626.44,Living Spaces,9.76,Free shipping,Twitter,Minimalism,3.0
3390,Candle Holder,Decor Accessories,54.98,1521,324256.38,Serena & Lily,10.49,Custom designs,Pinterest,Minimalism,1.1
3391,Serving Tray,Kitchenware,543.64,2178,259561.69,Houzz,2.75,Exclusive collections,Facebook,Sustainable,3.4
3392,Canvas Painting,Wall Art,727.96,2923,393428.32,Ashley Furniture,3.86,Eco-friendly products,Instagram,Minimalism,1.9
3393,Canvas Painting,Wall Art,54.62,874,191092.54,Ashley Furniture,3.1,Custom designs,Facebook,Bold Colors,2.8
3394,Bookshelf,Furniture,318.75,2019,385138.78,World Market,13.71,Free shipping,Pinterest,Bold Colors,1.7
3395,Area Rug,Textiles,729.2,1613,90893.09,Wayfair,1.56,Free shipping,Pinterest,Vintage,1.1
3396,Cookware,Kitchenware,440.3,2338,149586.92,West Elm,7.0,Eco-friendly products,Twitter,Sustainable,4.6
3397,Sculpture,Decor Accessories,444.25,2546,268560.92,Home Depot,13.75,Eco-friendly products,Twitter,Maximalism,4.5
3398,Bookshelf,Furniture,707.07,820,314068.09,Article,11.11,Custom designs,Pinterest,Tech Integration,4.3
3399,Framed Print,Wall Art,190.32,3661,294903.86,Made.com,14.6,Exclusive collections,Instagram,Maximalism,1.5
3400,Cutlery Set,Kitchenware,493.92,2200,305210.53,Room & Board,10.88,Custom designs,Facebook,Bold Colors,3.2
3401,Storage Jar,Kitchenware,462.36,980,196288.0,Serena & Lily,12.58,Seasonal sales,Instagram,Maximalism,1.7
3402,Cookware,Kitchenware,116.04,1211,419908.43,Havertys,9.55,Custom designs,YouTube,Vintage,1.7
3403,Serving Tray,Kitchenware,977.18,4881,67680.53,Herman Miller,1.29,Seasonal sales,Twitter,Maximalism,2.8
3404,Metal Wall Art,Wall Art,936.13,1376,460258.96,Home Depot,3.02,Seasonal sales,YouTube,Maximalism,3.4
3405,Pendant Lamp,Lighting,970.8,1266,99198.66,Amazon Basics,13.34,Discounts,Facebook,Tech Integration,4.9
3406,Wardrobe,Furniture,837.87,4210,305467.71,Pier 1 Imports,14.88,Eco-friendly products,YouTube,Vintage,4.0
3407,Poster,Wall Art,927.94,4008,91032.21,Loaf,10.66,Seasonal sales,YouTube,Sustainable,4.9
3408,Serving Tray,Kitchenware,637.74,1425,347427.44,Pier 1 Imports,14.4,Custom designs,Twitter,Minimalism,1.4
3409,Curtains,Textiles,856.57,3571,285797.12,Studio McGee,12.74,Exclusive collections,Pinterest,Maximalism,4.1
3410,Wardrobe,Furniture,533.88,2097,157578.29,Pottery Barn,8.53,Eco-friendly products,Twitter,Minimalism,1.9
3411,Dinnerware,Kitchenware,883.38,4297,322689.98,West Elm,6.44,Custom designs,Pinterest,Tech Integration,1.3
3412,Table Lamp,Lighting,931.97,3292,270879.01,Swoon,14.51,Custom designs,Pinterest,Vintage,3.8
3413,Candle Holder,Decor Accessories,790.11,2850,22100.93,Birch Lane,12.23,Free shipping,Facebook,Maximalism,2.8
3414,Sculpture,Decor Accessories,620.92,687,151503.68,The Range,7.43,Seasonal sales,Facebook,Maximalism,1.5
3415,Curtains,Textiles,299.8,4252,125611.8,Ashley Furniture,6.38,Custom designs,YouTube,Vintage,3.1
3416,Floor Lamp,Lighting,927.4,2363,53233.01,Swoon,2.53,Seasonal sales,Facebook,Maximalism,3.1
3417,Cookware,Kitchenware,570.6,4768,214253.1,One Kings Lane,11.01,Exclusive collections,YouTube,Maximalism,4.2
3418,Dining Table,Furniture,765.96,4609,37207.18,Made.com,13.37,Seasonal sales,YouTube,Minimalism,4.3
3419,Wall Sconce,Lighting,216.68,1982,355359.11,IKEA,9.21,Eco-friendly products,Pinterest,Tech Integration,2.6
3420,Clock,Decor Accessories,236.5,2789,413214.79,Crate & Barrel,8.54,Free shipping,YouTube,Maximalism,2.8
3421,Serving Tray,Kitchenware,987.66,4857,136620.32,Article,1.02,Eco-friendly products,Instagram,Bold Colors,2.6
3422,Floor Lamp,Lighting,830.41,4499,299205.48,Wayfair,14.09,Exclusive collections,Twitter,Sustainable,3.5
3423,Dinnerware,Kitchenware,960.12,4623,201138.2,La-Z-Boy,9.95,Discounts,Instagram,Maximalism,2.0
3424,Bedspread,Textiles,288.28,4244,85797.16,Houzz,12.13,Free shipping,Pinterest,Minimalism,3.7
3425,Canvas Painting,Wall Art,738.73,3960,443812.43,Furniture Village,12.7,Discounts,Instagram,Tech Integration,2.7
3426,Cutlery Set,Kitchenware,489.15,421,361758.35,IKEA,9.56,Discounts,Pinterest,Maximalism,1.4
3427,Sofa Set,Furniture,196.42,767,156088.85,Ashley Furniture,9.95,Exclusive collections,Twitter,Tech Integration,3.0
3428,Vase,Decor Accessories,535.15,4256,274461.53,Urban Outfitters,5.47,Custom designs,YouTube,Vintage,3.8
3429,Table Lamp,Lighting,890.2,2841,34580.01,Jonathan Adler,5.57,Seasonal sales,Instagram,Vintage,1.7
3430,Throw Blanket,Textiles,876.74,4484,448165.41,CB2,13.02,Exclusive collections,Pinterest,Vintage,4.6
3431,Poster,Wall Art,66.74,4754,327775.68,Ligne Roset,10.66,Exclusive collections,YouTube,Tech Integration,2.5
3432,Table Lamp,Lighting,296.95,543,441729.97,Serena & Lily,6.87,Discounts,YouTube,Tech Integration,2.1
3433,Coffee Table,Furniture,560.25,1835,205461.8,Herman Miller,11.75,Exclusive collections,Twitter,Vintage,3.5
3434,Clock,Decor Accessories,834.57,2586,301877.77,Room & Board,12.38,Custom designs,Pinterest,Minimalism,3.3
3435,Tapestry,Wall Art,944.57,2432,251378.07,West Elm,11.41,Exclusive collections,YouTube,Sustainable,1.3
3436,Cutlery Set,Kitchenware,420.65,3362,120424.39,Overstock,6.71,Seasonal sales,Pinterest,Bold Colors,3.6
3437,Metal Wall Art,Wall Art,913.37,1218,160534.51,CB2,1.53,Seasonal sales,YouTube,Minimalism,2.1
3438,Wardrobe,Furniture,864.26,2912,387260.13,Kirkland’s,1.23,Discounts,Pinterest,Minimalism,4.7
3439,Candle Holder,Decor Accessories,167.81,3179,166758.32,Living Spaces,8.98,Seasonal sales,Instagram,Maximalism,3.2
3440,Chandelier,Lighting,987.38,2158,22869.76,Houzz,1.51,Seasonal sales,Twitter,Bold Colors,1.2
3441,Sculpture,Decor Accessories,11.06,1813,274386.52,Room & Board,6.89,Custom designs,Twitter,Minimalism,4.1
3442,Dining Table,Furniture,656.39,219,257580.55,Overstock,5.54,Custom designs,Twitter,Vintage,1.4
3443,Area Rug,Textiles,485.51,3984,343748.93,Amazon Basics,1.85,Free shipping,YouTube,Tech Integration,5.0
3444,Dinnerware,Kitchenware,429.38,2751,338824.1,Habitat,2.76,Exclusive collections,Pinterest,Maximalism,4.1
3445,Chandelier,Lighting,287.77,2126,146211.77,The Range,9.51,Free shipping,Facebook,Minimalism,2.1
3446,Picture Frame,Decor Accessories,15.03,3809,41410.57,Zara Home,1.26,Eco-friendly products,Facebook,Sustainable,2.2
3447,Tapestry,Wall Art,593.15,3303,424612.98,Ligne Roset,12.15,Seasonal sales,Facebook,Bold Colors,3.9
3448,Clock,Decor Accessories,466.51,1684,331488.38,Williams-Sonoma,2.42,Free shipping,Pinterest,Bold Colors,2.4
3449,Serving Tray,Kitchenware,892.74,375,40520.05,Anthropologie,14.83,Exclusive collections,Pinterest,Vintage,1.4
3450,Tapestry,Wall Art,428.66,2006,191150.52,Arhaus,1.63,Seasonal sales,Instagram,Minimalism,4.5
3451,Metal Wall Art,Wall Art,513.48,4366,310217.1,Target,13.52,Discounts,YouTube,Sustainable,4.0
3452,Tapestry,Wall Art,629.87,3882,204198.21,RH (Restoration Hardware),5.75,Eco-friendly products,Instagram,Vintage,4.6
3453,Storage Jar,Kitchenware,257.45,868,195232.79,Jonathan Adler,9.68,Free shipping,YouTube,Bold Colors,4.7
3454,Dining Table,Furniture,966.52,3373,401195.97,Kirkland’s,1.31,Exclusive collections,Twitter,Vintage,2.1
3455,Dining Table,Furniture,470.69,3272,110143.55,Pier 1 Imports,1.58,Exclusive collections,Pinterest,Bold Colors,4.3
3456,Cutlery Set,Kitchenware,434.8,3806,184327.89,IKEA,5.13,Seasonal sales,Pinterest,Tech Integration,2.8
3457,Curtains,Textiles,412.09,3031,213103.59,Habitat,10.95,Exclusive collections,Facebook,Bold Colors,3.6
3458,Dinnerware,Kitchenware,354.08,1521,226118.96,Arhaus,4.23,Custom designs,Twitter,Maximalism,1.3
3459,Cushion Cover,Textiles,949.53,629,199960.28,Houzz,10.56,Seasonal sales,Pinterest,Maximalism,4.3
3460,Framed Print,Wall Art,379.67,1838,11807.61,Room & Board,13.56,Free shipping,Pinterest,Bold Colors,2.0
3461,Picture Frame,Decor Accessories,699.86,1979,256447.43,Value City Furniture,6.34,Free shipping,Twitter,Tech Integration,3.8
3462,Tapestry,Wall Art,712.12,3714,110145.73,Amazon Basics,14.18,Eco-friendly products,Twitter,Sustainable,3.4
3463,Wall Sconce,Lighting,431.38,3667,400780.37,Crate & Barrel,12.71,Discounts,Instagram,Maximalism,4.7
3464,Pendant Lamp,Lighting,660.05,3886,128101.14,CB2,2.16,Free shipping,Instagram,Minimalism,3.2
3465,Clock,Decor Accessories,691.03,4942,298230.78,Houzz,11.29,Custom designs,Instagram,Maximalism,4.5
3466,Wall Sconce,Lighting,445.85,1189,456990.93,Zara Home,14.74,Discounts,Twitter,Sustainable,3.8
3467,Sculpture,Decor Accessories,965.8,4475,27913.23,LuxDeco,14.7,Custom designs,YouTube,Vintage,3.2
3468,Table Lamp,Lighting,423.55,4045,35066.41,Swoon,5.16,Eco-friendly products,Twitter,Bold Colors,4.6
3469,Throw Blanket,Textiles,831.07,2396,122109.8,Arhaus,14.53,Custom designs,Pinterest,Bold Colors,1.8
3470,Chandelier,Lighting,945.77,4764,484228.65,Arhaus,7.32,Free shipping,YouTube,Tech Integration,2.1
3471,Cushion Cover,Textiles,256.66,3052,392620.94,Herman Miller,11.37,Seasonal sales,Instagram,Tech Integration,3.6
3472,Throw Blanket,Textiles,51.03,3296,412997.39,Williams-Sonoma,4.46,Eco-friendly products,YouTube,Vintage,4.4
3473,Cushion Cover,Textiles,257.31,2705,402640.4,Herman Miller,9.15,Custom designs,Pinterest,Minimalism,1.4
3474,Storage Jar,Kitchenware,862.58,4089,22178.54,Jonathan Adler,11.2,Discounts,Facebook,Tech Integration,3.3
3475,Canvas Painting,Wall Art,434.47,652,173209.92,Loaf,14.55,Seasonal sales,Instagram,Sustainable,4.2
3476,Dining Table,Furniture,588.71,4336,119695.24,Kirkland’s,4.58,Seasonal sales,Facebook,Maximalism,3.7
3477,Metal Wall Art,Wall Art,992.98,1214,178163.21,Article,1.81,Eco-friendly products,Pinterest,Minimalism,2.1
3478,Throw Blanket,Textiles,106.87,114,333529.8,Swoon,9.22,Eco-friendly products,Instagram,Vintage,1.7
3479,Picture Frame,Decor Accessories,951.81,3608,346429.03,Pottery Barn,3.5,Free shipping,Facebook,Sustainable,4.6
3480,Coffee Table,Furniture,928.27,2162,438407.47,Urban Outfitters,3.96,Free shipping,Pinterest,Vintage,4.8
3481,Vase,Decor Accessories,534.56,1518,296972.27,Kirkland’s,8.92,Free shipping,Pinterest,Bold Colors,2.9
3482,Cushion Cover,Textiles,643.92,1815,36811.89,Blu Dot,11.14,Eco-friendly products,Pinterest,Bold Colors,2.0
3483,Table Lamp,Lighting,695.77,1072,77598.35,Etsy,5.7,Exclusive collections,Twitter,Vintage,3.3
3484,Framed Print,Wall Art,856.62,2329,444439.41,Serena & Lily,14.95,Eco-friendly products,Facebook,Sustainable,1.7
3485,Curtains,Textiles,623.63,3460,194081.54,Studio McGee,8.59,Eco-friendly products,Facebook,Bold Colors,1.7
3486,Cushion Cover,Textiles,306.37,2269,330753.26,Williams-Sonoma,13.55,Exclusive collections,Facebook,Maximalism,4.0
3487,Sofa Set,Furniture,615.56,409,116685.83,Birch Lane,5.8,Eco-friendly products,Twitter,Minimalism,4.6
3488,Cutlery Set,Kitchenware,780.44,3959,27441.88,Houzz,10.27,Custom designs,YouTube,Maximalism,4.2
3489,Wall Sconce,Lighting,80.78,4358,241252.39,Havertys,4.94,Eco-friendly products,Twitter,Bold Colors,4.8
3490,Floor Lamp,Lighting,109.1,4214,151005.84,Swoon,5.08,Eco-friendly products,Instagram,Sustainable,3.8
3491,Bedspread,Textiles,497.32,92,440801.35,Birch Lane,2.55,Exclusive collections,Facebook,Sustainable,1.9
3492,Metal Wall Art,Wall Art,216.51,2493,426436.45,Herman Miller,13.01,Custom designs,Pinterest,Tech Integration,1.1
3493,Floor Lamp,Lighting,672.17,4428,55312.27,Swoon,7.36,Custom designs,Facebook,Sustainable,3.0
3494,Poster,Wall Art,23.27,2694,162511.59,Serena & Lily,7.54,Custom designs,Twitter,Maximalism,3.8
3495,Serving Tray,Kitchenware,512.37,651,233569.15,Jonathan Adler,5.72,Exclusive collections,Pinterest,Tech Integration,1.9
3496,Throw Blanket,Textiles,236.42,177,116925.07,Blu Dot,11.69,Custom designs,Pinterest,Minimalism,1.9
3497,Throw Blanket,Textiles,908.68,4395,17768.18,One Kings Lane,13.55,Eco-friendly products,YouTube,Bold Colors,3.6
3498,Wall Sconce,Lighting,751.15,425,272561.48,Wayfair,4.67,Custom designs,Pinterest,Tech Integration,1.3
3499,Bedspread,Textiles,756.3,2827,488264.72,One Kings Lane,9.59,Seasonal sales,Pinterest,Vintage,1.6
3500,Metal Wall Art,Wall Art,921.34,4005,83039.57,BoConcept,6.14,Discounts,Facebook,Tech Integration,2.1
3501,Cookware,Kitchenware,666.64,2212,471557.05,Ligne Roset,1.87,Free shipping,Facebook,Minimalism,2.4
3502,Picture Frame,Decor Accessories,997.13,3921,369110.66,Living Spaces,5.12,Discounts,YouTube,Sustainable,1.3
3503,Metal Wall Art,Wall Art,195.56,2915,259951.1,Anthropologie,5.0,Seasonal sales,Twitter,Maximalism,2.8
3504,Wall Sconce,Lighting,999.07,275,341958.52,BoConcept,12.56,Exclusive collections,Pinterest,Bold Colors,1.9
3505,Poster,Wall Art,72.28,4794,390521.96,Arhaus,6.82,Seasonal sales,YouTube,Sustainable,4.8
3506,Picture Frame,Decor Accessories,132.37,2376,110758.8,Crate & Barrel,7.96,Free shipping,Facebook,Maximalism,4.1
3507,Picture Frame,Decor Accessories,633.42,2850,354035.99,Havertys,14.96,Custom designs,Facebook,Maximalism,2.1
3508,Wall Sconce,Lighting,845.8,3940,211125.93,Crate & Barrel,5.01,Exclusive collections,Twitter,Minimalism,3.5
3509,Picture Frame,Decor Accessories,681.87,2008,222355.4,Overstock,10.34,Eco-friendly products,Facebook,Maximalism,1.2
3510,Sofa Set,Furniture,237.88,2703,165534.55,DFS,3.67,Seasonal sales,YouTube,Tech Integration,1.9
3511,Dining Table,Furniture,478.98,340,236439.41,AllModern,5.56,Free shipping,Twitter,Maximalism,4.2
3512,Serving Tray,Kitchenware,651.84,3356,411171.2,DFS,10.13,Custom designs,Facebook,Sustainable,2.8
3513,Area Rug,Textiles,453.72,4602,328421.87,LuxDeco,14.34,Exclusive collections,Facebook,Maximalism,3.5
3514,Cushion Cover,Textiles,419.52,253,90456.56,Jonathan Adler,1.24,Exclusive collections,Instagram,Bold Colors,1.7
3515,Cookware,Kitchenware,940.22,52,340050.54,Arhaus,8.08,Exclusive collections,Pinterest,Sustainable,3.5
3516,Sofa Set,Furniture,369.77,3990,413624.07,Houzz,4.93,Custom designs,Pinterest,Bold Colors,2.4
3517,Area Rug,Textiles,765.39,3477,392547.93,Article,5.11,Eco-friendly products,YouTube,Sustainable,1.3
3518,Dining Table,Furniture,666.47,3905,420121.38,Design Within Reach,1.43,Custom designs,Twitter,Bold Colors,2.7
3519,Sofa Set,Furniture,149.77,4688,45694.16,Furniture Village,10.69,Eco-friendly products,Instagram,Sustainable,2.4
3520,Chandelier,Lighting,472.3,509,402511.18,Target,12.02,Custom designs,Instagram,Tech Integration,1.9
3521,Vase,Decor Accessories,421.7,3823,254182.07,IKEA,10.8,Custom designs,Pinterest,Bold Colors,3.1
3522,Dinnerware,Kitchenware,244.97,3411,460835.95,AllModern,14.2,Eco-friendly products,YouTube,Vintage,2.4
3523,Poster,Wall Art,950.32,781,123654.99,Bob’s Discount Furniture,8.13,Free shipping,Twitter,Minimalism,1.8
3524,Curtains,Textiles,755.63,211,31521.0,Birch Lane,2.77,Exclusive collections,Instagram,Maximalism,3.7
3525,Cookware,Kitchenware,531.77,1564,241767.25,Crate & Barrel,5.61,Discounts,Pinterest,Sustainable,3.6
3526,Candle Holder,Decor Accessories,726.63,1307,418344.8,Habitat,5.22,Seasonal sales,Twitter,Tech Integration,1.5
3527,Clock,Decor Accessories,113.88,2248,19752.58,Amazon Basics,13.13,Exclusive collections,Twitter,Bold Colors,2.2
3528,Canvas Painting,Wall Art,20.62,2451,137750.99,Ashley Furniture,14.97,Discounts,Facebook,Minimalism,4.4
3529,Sofa Set,Furniture,278.57,234,498765.5,The Range,5.23,Seasonal sales,Instagram,Sustainable,4.3
3530,Sofa Set,Furniture,90.27,3188,179123.07,West Elm,3.8,Discounts,Twitter,Sustainable,1.2
3531,Vase,Decor Accessories,433.47,3526,433119.94,Room & Board,10.32,Free shipping,Facebook,Minimalism,3.7
3532,Floor Lamp,Lighting,209.91,3726,172646.19,The Range,3.77,Seasonal sales,Pinterest,Bold Colors,3.0
3533,Coffee Table,Furniture,338.66,1643,327968.4,Furniture Village,9.17,Custom designs,YouTube,Minimalism,3.8
3534,Wardrobe,Furniture,113.11,2489,14180.41,Living Spaces,10.67,Exclusive collections,YouTube,Vintage,3.8
